created_at,file_name,followers,friends,group_name,location,retweet_count,screenname,search_query,text,twitter_id,username,polarity,partition_0,partition_1
2020-07-10 11:20:39,Everton,12189,13652,Everton FC,Everton,0,TOFnews,#Everton OR #EFC,Former referee slams VAR as two big decisions go against Everton in Southampton draw - https://t.co/tXABKZXb6H… https://t.co/y3NPJ9psoF,1281548888260980736,Toffee News,0.0,EPL,Everton
2020-07-10 10:41:00,Everton,41529,637,Everton FC,United Kingdom,0,DailyStar_Sport,#Everton OR #EFC,Premier League admits Man Utd penalty among three wrong VAR calls in Thursday’s games | #MUFC #AVFC #EFC #SaintsFC… https://t.co/3P5lBRMOxY,1281538908304670720,Daily Star Sport,-0.5994,EPL,Everton
2020-07-15 06:40:00,ManchesterCity,8465626,326,Manchester City FC,"MediaCityUK, Salford",17,BBCSport,#ManchesterCity OR #ManCity OR #MCFC,"""My opinion about FFP doesn't change, like my opinion on VAR.""   Jose Mourinho wants FFP 'clarity' after Manchester… https://t.co/uu1yiq8y6e",1283290197933740032,BBC Sport,-0.2755,EPL,ManchesterCity
2020-07-08 19:40:24,Arsenal,740,1461,Arsenal FC,"England, United Kingdom",0,stevegroves2004,#Arsenal OR #AFC OR #COYG,Inconsistent and incompetent ref alert. This tackle wasn’t even a yellow let alone checked by VAR. What is the diff… https://t.co/1ENQtWSza1,1280949879053918208,Steven Groves,-0.4404,EPL,Arsenal
2020-07-08 19:34:03,Arsenal,183,659,Arsenal FC,Edgware,0,msamuels75,#Arsenal OR #AFC OR #COYG,@jamesreuben All you ask for is consistency. It’s really laughable how bad our officials and the VAR system is. #Arsenal,1280948278943678464,Michael Samuels,-0.5058,EPL,Arsenal
2020-08-11 10:45:30,LeicesterCity,5839,5058,Leicester City FC,England,0,FOXES_Fanly,#LeicesterCity OR #LCFC,"More VAR changes (but armpit offsides are staying), the five subs rule and ho... #LCFC  https://t.co/u9ljhvtyU8 https://t.co/86410T7AmG",1293136454152052737,FOXES Report,0.0,EPL,LeicesterCity
2020-07-10 17:14:15,AFC Bournemouth,4109,74,AFC Bournemouth,"Nagaland, India",0,NagalandPage,#Bournemouth,"#ManchesterUnited were given a controversial helping hand by #VAR in their 3-0 win at #AstonVilla, while #Tottenham… https://t.co/1phXzf7dXf",1281637872601378816,Nagaland Page,0.8126,EPL,AFC Bournemouth
2020-07-10 06:14:26,Everton,41531,637,Everton FC,United Kingdom,2,DailyStar_Sport,#Everton OR #EFC,Premier League admits Man Utd penalty among THREE wrong VAR calls in Thursday’s games | #MUFC #AVFC #EFC #SaintsFC… https://t.co/vvXkW3HFfa,1281471824266776576,Daily Star Sport,-0.5994,EPL,Everton
2020-07-11 10:45:40,LeicesterCity,135,610,Leicester City FC,,0,Funkyrob0t,#LeicesterCity OR #LCFC,"@KelechiAFC I agree, why wasn’t VAR used to show Iheanacho’s goal was perfectly legitimate with the foul actually i… https://t.co/62gjFva1fM",1281902472479551489,Andy Ritchie™,0.7717,EPL,LeicesterCity
2020-07-11 22:09:02,LeicesterCity,1032,322,Leicester City FC,"St John's, Newfoundland",0,gloriousglenn,#LeicesterCity OR #LCFC,So with the Chelsea loss today...be prepared for VAR to have an influence tomorrow! #SoCalledTop6Bias The… https://t.co/vSAe2ZugUK,1282074445046255618,🏴󠁧󠁢󠁥󠁮󠁧󠁿 🦊 Glenn the Foxile 🦊 🇨🇦,-0.1759,EPL,LeicesterCity
2020-07-10 06:18:51,AFC Bournemouth,82148,368,AFC Bournemouth,New Delhi,1,IExpressSports,#Bournemouth,#PremierLeague #Bournemouth #tottenham  VAR denies Bournemouth late goal in dreary draw with Tottenham Hotspur  Mor… https://t.co/cap8SWCztI,1281472938122698753,Express Sports,-0.6369,EPL,AFC Bournemouth
2020-07-09 21:56:43,AFC Bournemouth,390,832,AFC Bournemouth,,0,BFC84Ash,#Bournemouth,"Patrice Evra ""Who is in charge of VAR tonight? Ray Charles?!"" #Bournemouth  #Spurs https://t.co/3w8PbDDrpW",1281346571754496008,David Ashley,0.0,EPL,AFC Bournemouth
2020-07-09 21:41:49,AFC Bournemouth,111,0,AFC Bournemouth,,1,HeraldNGNews,#Bournemouth,"VAR denies #Bournemouth late goal in draw with Spurs, Everton held at home by improving Southampton https://t.co/4XLvsRS2lr",1281342820499034120,Herald Nigeria,0.0,EPL,AFC Bournemouth
2020-07-09 20:28:01,AFC Bournemouth,3459,2084,AFC Bournemouth,London,0,anoncitizenhere,#Bournemouth,"I felt sad for #Bournemouth, they scored twice and both goals were cancelled by (rubbish) #VAR! ⚽️ #BOUTOT",1281324247676321795,Vegan For Life🌿#XR ☮🕊,-0.6588,EPL,AFC Bournemouth
2020-07-09 20:18:02,AFC Bournemouth,727,998,AFC Bournemouth,"Kent & Bournemouth, England",1,AdamMcGroarty,#Bournemouth,"AFC #Bournemouth will be kicking themselves as VAR rules out a late goal to deny three points against a sloppy, pas… https://t.co/ZYidiNhpBp",1281321735795679238,Adam McGroarty,-0.34,EPL,AFC Bournemouth
2020-07-09 20:13:49,AFC Bournemouth,170,65,AFC Bournemouth,"Bournemouth, England",1,nerve_sport,#Bournemouth,💔 VAR caused AFC #Bournemouth late heartbreak against #Spurs  😱 #Mourinho’s men become the first #PremierLeague sid… https://t.co/7UCXAWGqRa,1281320674242506753,Nerve Sport,-0.5719,EPL,AFC Bournemouth
2020-07-09 20:00:22,AFC Bournemouth,7294,511,AFC Bournemouth,Qatar,0,StadDoha_en,#Bournemouth,"#Spurs fume over #VAR in #Bournemouth draw, #Ings keeps golden boot bid alive   https://t.co/9Szo1PjuRo",1281317292278759426,Stad Doha,0.1027,EPL,AFC Bournemouth
2020-07-09 19:43:25,AFC Bournemouth,4713,3794,AFC Bournemouth,England,0,AFCB_Fanly,#Bournemouth,"Bournemouth 0-0 Tottenham: Report, Ratings &amp; Reaction as VAR Denies Pr... #Bournemouth  https://t.co/ca7rI0lHyD https://t.co/XBolzr9TYR",1281313025115533312,AFCB Report,-0.4215,EPL,AFC Bournemouth
2020-07-27 14:44:12,Burnley,3623,1499,Burnley FC,"Burnley, England",0,TheClaretsChat,#Burnley OR #BurnleyFC,VAR PLAYS PART ON FINAL DAY | REPLAY REMIX | Burnley v Brighton 2019/20 https://t.co/k9bgqUtqI0 #BurnleyFC,1287760704351735810,Burnley FC Fans,0.4084,EPL,Burnley
2020-07-15 09:44:25,CrystalPalace,3697,1793,Crystal Palace FC,"London, England",0,ThePalaceForum,#CrystalPalace OR #CPFC,VAR CONTROVERSY &amp; FINAL WHISTLE RED CARD | Access All Over https://t.co/3RMrxMfKrI #CPFC,1283336610113884162,Crystal Palace Forum,0.0,EPL,CrystalPalace
2020-08-06 16:39:23,Burnley,2350,231,Burnley FC,"Turf Moor, Burnley",0,utcdotcom,#Burnley OR #BurnleyFC,Back to 3 subs next season ✔️and using the @FIFAcom rules on VAR ❓❓  ▶️https://t.co/DsYCWPnHrg #twitterclarets #BurnleyFC #UTC,1291413572048826369,Up the Clarets,0.0,EPL,Burnley
2020-07-09 21:56:43,AFC Bournemouth,390,832,AFC Bournemouth,,0,BFC84Ash,#Bournemouth,"Patrice Evra ""Who is in charge of VAR tonight? Ray Charles?!"" #Bournemouth  #Spurs https://t.co/3w8PbDDrpW",1281346571754496008,David Ashley,0.0,EPL,AFC Bournemouth
2020-07-09 21:41:49,AFC Bournemouth,111,0,AFC Bournemouth,,0,HeraldNGNews,#Bournemouth,"VAR denies #Bournemouth late goal in draw with Spurs, Everton held at home by improving Southampton https://t.co/4XLvsRS2lr",1281342820499034120,Herald Nigeria,0.0,EPL,AFC Bournemouth
2020-07-09 20:28:01,AFC Bournemouth,3459,2084,AFC Bournemouth,London,0,anoncitizenhere,#Bournemouth,"I felt sad for #Bournemouth, they scored twice and both goals were cancelled by (rubbish) #VAR! ⚽️ #BOUTOT",1281324247676321795,Vegan For Life🌿#XR ☮🕊,-0.6588,EPL,AFC Bournemouth
2020-07-09 20:18:02,AFC Bournemouth,727,998,AFC Bournemouth,"Kent & Bournemouth, England",1,AdamMcGroarty,#Bournemouth,"AFC #Bournemouth will be kicking themselves as VAR rules out a late goal to deny three points against a sloppy, pas… https://t.co/ZYidiNhpBp",1281321735795679238,Adam McGroarty,-0.34,EPL,AFC Bournemouth
2020-07-09 20:13:49,AFC Bournemouth,170,65,AFC Bournemouth,"Bournemouth, England",1,nerve_sport,#Bournemouth,💔 VAR caused AFC #Bournemouth late heartbreak against #Spurs  😱 #Mourinho’s men become the first #PremierLeague sid… https://t.co/7UCXAWGqRa,1281320674242506753,Nerve Sport,-0.5719,EPL,AFC Bournemouth
2020-07-09 20:00:22,AFC Bournemouth,7295,511,AFC Bournemouth,Qatar,0,StadDoha_en,#Bournemouth,"#Spurs fume over #VAR in #Bournemouth draw, #Ings keeps golden boot bid alive   https://t.co/9Szo1PjuRo",1281317292278759426,Stad Doha,0.1027,EPL,AFC Bournemouth
2020-07-09 19:43:25,AFC Bournemouth,4713,3794,AFC Bournemouth,England,0,AFCB_Fanly,#Bournemouth,"Bournemouth 0-0 Tottenham: Report, Ratings &amp; Reaction as VAR Denies Pr... #Bournemouth  https://t.co/ca7rI0lHyD https://t.co/XBolzr9TYR",1281313025115533312,AFCB Report,-0.4215,EPL,AFC Bournemouth
2020-07-09 00:46:00,Arsenal,17852,17826,Arsenal FC,"London, England",0,dantracey1983,#Arsenal OR #AFC OR #COYG,The latest #RealFootballCast is LIVE! and this week:   The front three discuss  #LFC Hungover #MCFC Mixed Week #VAR… https://t.co/E41zU85VdK,1281026783836540929,Dan Tracey,0.0,EPL,Arsenal
2020-07-13 05:58:42,AFC Bournemouth,109,398,AFC Bournemouth,Amman,0,Fteleh,#Bournemouth,1 penalty away from 3rd place Cmon VAR  #MUFC #Jose #Mourinho #JoseMourinho #PL #Spurs #Hammers #Gunners #VAR… https://t.co/agVOHkzpNT,1282555029010997248,Mohannad Nasereddin,-0.4588,EPL,AFC Bournemouth
2020-08-02 07:43:50,Chelsea,66,312,Chelsea FC,delhi,0,1shrav1,#Chelsea OR #ChelseaFC #CFC,If the referees and VAR were a football club who depended on and we're judged by performance.... They would be relegated this season. #CFC #ChelseaFC,1289829244319576065,shravan thadani,0.0,EPL,Chelsea
2020-07-10 08:47:34,CrystalPalace,4066,2716,Crystal Palace FC,England,0,CPFC_Fanly,#CrystalPalace OR #CPFC,"United, Spurs, Southampton awarded wrong VAR decisions - sources #CPFC  https://t.co/5iKvYQIRDl https://t.co/L0ceehascR",1281510361129246720,CPFC Report,0.34,EPL,CrystalPalace
2020-07-09 04:23:51,Arsenal,84,82,Arsenal FC,,1,rileydrian,#Arsenal OR #AFC OR #COYG,The DFL boys are back with another episode on last week's fixtures and how VAR has messed with Arsenal.  Please lik… https://t.co/xFeTjZkzra,1281081608351563778,Riley Diveia Rian,-0.0258,EPL,Arsenal
2020-07-10 10:37:48,LeicesterCity,331,563,Leicester City FC,"Leicester, England",0,irateheskey,#LeicesterCity OR #LCFC,VAR has ruined the season. Far too many games changed by VAR decisions which at worst are inept or at best needless… https://t.co/SWw36AJ2LZ,1281538102536933378,I Rate Heskey,-0.4588,EPL,LeicesterCity
2020-07-10 09:43:49,LeicesterCity,5849,5065,Leicester City FC,England,0,FOXES_Fanly,#LeicesterCity OR #LCFC,"United, Spurs, Southampton awarded wrong VAR decisions - sources #LCFC  https://t.co/m3RzyQJCGC https://t.co/ZamcZsOTao",1281524520369770498,FOXES Report,0.34,EPL,LeicesterCity
2020-07-10 08:43:36,LeicesterCity,5849,5065,Leicester City FC,England,0,FOXES_Fanly,#LeicesterCity OR #LCFC,"United, Spurs, Southampton awarded wrong VAR decisions - sources #LCFC  https://t.co/9pIWmoYBe2 https://t.co/4mf3qclGHh",1281509366798180353,FOXES Report,0.34,EPL,LeicesterCity
2020-07-11 22:09:02,LeicesterCity,1032,322,Leicester City FC,"St John's, Newfoundland",0,gloriousglenn,#LeicesterCity OR #LCFC,So with the Chelsea loss today...be prepared for VAR to have an influence tomorrow! #SoCalledTop6Bias The… https://t.co/vSAe2ZugUK,1282074445046255618,🏴󠁧󠁢󠁥󠁮󠁧󠁿 🦊 Glenn the Foxile 🦊 🇨🇦,-0.1759,EPL,LeicesterCity
2020-07-09 08:44:28,Burnley,214,157,Burnley FC,United Kingdom,0,One_Arsenal_,#Burnley OR #BurnleyFC,@premierleague @FA can you explain why one was a red card and the other wasn’t? Why was one checked by VAR and the… https://t.co/wUFO8eKXxk,1281147194414858242,Top Guns,0.0,EPL,Burnley
2020-07-10 22:25:00,CrystalPalace,73,136,Crystal Palace FC,LE1 3EA,0,StMargsSports,#CrystalPalace OR #CPFC,"HAVING A PARTY | Against #CPFC, #LCFC hero @vardy7 netted his 100th (and 101st) @premierleague goal.  Congrats, Var… https://t.co/9ImHfAAY30",1281716075747516416,St Margaret's Pastures Sport Centre,0.8868,EPL,CrystalPalace
2020-07-12 21:13:45,CrystalPalace,2,28,Crystal Palace FC,Keiss,0,TatonkaScot,#CrystalPalace OR #CPFC,"This saga will roll until EPL VAR is run by officials from other federations.  EPL refs despise VAR, those on it wo… https://t.co/a7zCUQKgXl",1282422922427211778,Peter Campbell,-0.34,EPL,CrystalPalace
2020-07-12 17:04:48,CrystalPalace,5303,3952,Crystal Palace FC,,0,StanFinger,#CrystalPalace OR #CPFC,VAR blew another one today. Perfectly good goal by #CrystalPalace disallowed. #PremierLeague,1282360271214915584,Stan,0.7964,EPL,CrystalPalace
2020-07-11 07:30:16,CrystalPalace,290,689,Crystal Palace FC,United Kingdom,0,petelumsden,#CrystalPalace OR #CPFC,Do any fans actually want VAR? Spoils game/enhances the game? #EPL #nufc #mcfc #mufc #lfc #thfc #afc #lcfc #whfc… https://t.co/zqlZUGJYSO,1281853295573839872,Pete,0.168,EPL,CrystalPalace
2020-07-14 16:24:02,TottenhamHotspur,204,219,Tottenham Hotspur FC,"Sheffield, UK",1,KeysToReferee,#Tottenham OR #THFC OR #SPURS,"""I'm surprised #VAR didn't see this as a foul"" 🟨  ""If Michael Oliver wants to be the best #referee in this country:… https://t.co/mDZ5330pew",1283074786512576513,Keys To Referee - Mentor-Coach-Achieve,0.7269,EPL,TottenhamHotspur
2020-07-10 19:25:37,LeicesterCity,554,862,Leicester City FC,,0,DMC790,#LeicesterCity OR #LCFC,That's that then. Dodgy VAR last game of the season. United in the CL us in Europa #Guaranteed #LCFC… https://t.co/WRIx7BM8tX,1281670933653213186,Coop,0.2263,EPL,LeicesterCity
2020-07-28 11:55:46,AFC Bournemouth,25,47,AFC Bournemouth,"West Midlands, England",0,av_ollie,#Bournemouth,Bournemouth fans complaining about one decision 😳 Crystal Palace / Arsenal last min / Bruno Penandez / Sterling goal counted after obviously being offside 🤔 #AVFC #Bournemouth #VAR https://t.co/XUroDmN9zq,1288080706359500802,Ollie.Av 🇧🇷,-0.2023,EPL,AFC Bournemouth
2020-07-28 11:05:17,AFC Bournemouth,1210,2109,AFC Bournemouth,"la nucia, alicante",0,rockrupert,#Bournemouth,Just posted! Eric Malpus​ joins Vince Tracy​ to analyse the highs and lows of the #PremierLeague   #Liverpool #ManchesterCity  #ManchesterUnited #Chelsea #Leicester #Tottenham #Bournemouth and #NorwichCity #Watford #Var -a new episode on Podomatic! https://t.co/1dILshORU0,1288068000143286273,vince tracy,-0.3365,EPL,AFC Bournemouth
2020-07-28 11:03:09,AFC Bournemouth,651,1599,AFC Bournemouth,"Walsall/Shoreditch, AVFC",0,Leonard15Shaun,#Bournemouth,"@MtMephamV5 Wasn’t a VAR call, it was failure of a ref. VAR couldn’t get involved. We were robbed of a point last minute by a human ref &amp; given it back mid game by an electronic one! #utv #Bournemouth",1288067466279690242,Shaun Leonard🦁,-0.5562,EPL,AFC Bournemouth
2020-07-11 16:42:36,Burnley,42,122,Burnley FC,"Gurgaon, India",0,AnshulShriwatri,#Burnley OR #BurnleyFC,People calling it LiVARpool can kindly go fuck yourself. Thankyou! #VAR #LIVBUR #PL #Liverpool #Burnley #PremierLeague,1281992295630254086,Anshul Shriwatri,-0.1511,EPL,Burnley
2020-07-10 06:04:01,TottenhamHotspur,140,309,Tottenham Hotspur FC,🏴󠁧󠁢󠁷󠁬󠁳󠁿,0,ansonharries,#Tottenham OR #THFC OR #SPURS,What is the point of football anymore. #VAR was meant to help sort out these kind of incidents but the officials ke… https://t.co/n4G5P6C2WV,1281469204089233408,Anson ⚽️🐓🏴󠁧󠁢󠁷󠁬󠁳󠁿🏉,0.2144,EPL,TottenhamHotspur
2020-07-10 10:58:55,TottenhamHotspur,169,237,Tottenham Hotspur FC,"Watford, East",0,tommo32000,#Tottenham OR #THFC OR #SPURS,#VAR is fundamentally flawed due to a really poor four letter phrase “clear and obvious error”. It gives them a way… https://t.co/BpaNe3doKj,1281543418800418819,Tom Houghton,-0.5256,EPL,TottenhamHotspur
2020-08-10 16:30:13,LeicesterCity,143,148,Leicester City FC,,0,_NHlcfc,#LeicesterCity OR #LCFC,Sky have put a massive montage out of “the most controversial VAR decisions 10/20” and surprise surprise none of the decisions that would’ve favoured us are on there🤐 #LCFC,1292860816996421632,nathaniel 𓆏,0.6003,EPL,LeicesterCity
2020-07-10 01:03:33,TottenhamHotspur,715444,411,Tottenham Hotspur FC,Malaysia,0,NST_Online,#Tottenham OR #THFC OR #SPURS,"#NSTsports #VAR in the dock as #ManUtd down #Villa, #Spurs frustrated  #EPL   https://t.co/SQgWHw8hTP",1281393590850076672,New Straits Times,-0.5267,EPL,TottenhamHotspur
2020-07-10 01:00:07,TottenhamHotspur,44414,1641,Tottenham Hotspur FC,"London, UK",0,tribalfootball,#Tottenham OR #THFC OR #SPURS,Tottenham manager Mourinho scathing with VAR after Bournemouth draw #thfc https://t.co/PB19HJ3Cq9,1281392726987218947,Tribal Football,0.0,EPL,TottenhamHotspur
2020-07-10 00:35:42,TottenhamHotspur,179,765,Tottenham Hotspur FC,Liverpool,0,opinionfooty01,#Tottenham OR #THFC OR #SPURS,Tonights VAR Verdict...  ⚽ Bruno Fernandes vs A. Villa: Penalty  ⚽ Harry Kane vs Bournemouth: Penalty   ⚽ Callum Wi… https://t.co/Q1kbO6GA92,1281386581836914690,OpinionFootball,-0.7184,EPL,TottenhamHotspur
2020-07-14 16:24:02,AFC Bournemouth,204,219,AFC Bournemouth,"Sheffield, UK",1,KeysToReferee,#Bournemouth,"""I'm surprised #VAR didn't see this as a foul"" 🟨  ""If Michael Oliver wants to be the best #referee in this country:… https://t.co/mDZ5330pew",1283074786512576513,Keys To Referee - Mentor-Coach-Achieve,0.7269,EPL,AFC Bournemouth
2020-07-10 06:58:03,ManchesterUnited,4984,175,Manchester United FC,Global,0,ReFPredictor,#ManchesterUnited OR #ManUnited OR #MUFC,Have you noticed that @masongreenwood's goals are usually free from #VAR ? #FreeMASON 😳   Wisdom! Don't leave me 😁… https://t.co/YhyE7oq9Fd,1281482800986755074,ReFPredictor League🏆,0.7987,EPL,ManchesterUnited
2020-07-16 21:25:59,ManchesterUnited,704,682,Manchester United FC,"Toronto, Ontario",0,Mallowunited27,#ManchesterUnited OR #ManUnited OR #MUFC,"Thoughts on today's game:   - Rashy &amp; Toto were amazing  - Dave saves - pognandez had quiet game, desperately need rest - hate to say it but Mcsauceless performance  - Backline shaky AF - TFM solid but never want to see him in LB again - 3 points ❤ - VAR 😂  #MUFC  #CRYMUN",1283875551275606018,Varsh Mallow,-0.368,EPL,ManchesterUnited
2020-07-16 21:25:27,ManchesterUnited,43,19,Manchester United FC,,0,notlbishop,#ManchesterUnited OR #ManUnited OR #MUFC,People can cry all they want but i don’t remember this much outrage when utd were on the end of a couple of shockers in the first fixture this season 🤷‍♂️ VAR wasn’t working then either #mufc #CRYMUN,1283875417879982080,leigh,-0.8402,EPL,ManchesterUnited
2020-07-16 21:25:19,ManchesterUnited,917,790,Manchester United FC,"Gloucester, England",0,abaconbuttee,#ManchesterUnited OR #ManUnited OR #MUFC,"Jake Humphrey: Do we really want offsides like that given in the Premier League?   ...uh yes, because it is offside.   #CRYMUN #mufc #cpfc #var",1283875383021101060,Ryan Butler,0.7233,EPL,ManchesterUnited
2020-07-16 21:25:16,ManchesterUnited,537,4372,Manchester United FC,"England, United Kingdom",0,IanRElliot,#ManchesterUnited OR #ManUnited OR #MUFC,Don't matter if you're an inch or a yard offside is offside #MUFC #CRYMUN #var,1283875372308758529,Ian Elliot,-0.0191,EPL,ManchesterUnited
2020-07-16 21:25:13,ManchesterUnited,5348,1443,Manchester United FC,"Indianapolis, IN",0,NipunChopra7,#ManchesterUnited OR #ManUnited OR #MUFC,"Also, I don’t think that VAR decision is a clear and obvious error (cannot see the ball being released and the “line” is marginal at best), and it should not have been overturned.  Btw, Would have been a deserved equalizer for Palace. #CRYMUN #MUFC",1283875359159652360,"Nipun Chopra, PhD",-0.0258,EPL,ManchesterUnited
2020-08-16 21:32:14,LeicesterCity,138,11,Leicester City FC,England ,0,debaser_fox,#LeicesterCity OR #LCFC,"Man Utd will be collecting their ""we finished above Leicester - thanks to VAR and injuries"" winners medals later on this evening #lcfc",1295111148036141062,Fantastic Mr Fox,0.7184,EPL,LeicesterCity
2020-07-14 16:24:02,AFC Bournemouth,205,219,AFC Bournemouth,"Sheffield, UK",1,KeysToReferee,#Bournemouth,"""I'm surprised #VAR didn't see this as a foul"" 🟨  ""If Michael Oliver wants to be the best #referee in this country:… https://t.co/mDZ5330pew",1283074786512576513,Keys To Referee - Mentor-Coach-Achieve,0.7269,EPL,AFC Bournemouth
2020-07-11 14:48:18,CrystalPalace,1668,4452,Crystal Palace FC,"Cochin, India",1,zhorze,#CrystalPalace OR #CPFC,One thing each football fan should notice is that stranger decisions are creeping up from the VAR room. Need a peti… https://t.co/8U5k7wanOn,1281963530636259328,Don Abel,0.3182,EPL,CrystalPalace
2020-07-09 08:44:28,Burnley,214,157,Burnley FC,United Kingdom,0,One_Arsenal_,#Burnley OR #BurnleyFC,@premierleague @FA can you explain why one was a red card and the other wasn’t? Why was one checked by VAR and the… https://t.co/wUFO8eKXxk,1281147194414858242,Top Guns,0.0,EPL,Burnley
2020-07-11 07:30:16,Liverpool,290,688,Liverpool FC,United Kingdom,0,petelumsden,#liverpoolfc OR #YNWA OR #LFC,Do any fans actually want VAR? Spoils game/enhances the game? #EPL #nufc #mcfc #mufc #lfc #thfc #afc #lcfc #whfc… https://t.co/zqlZUGJYSO,1281853295573839872,Pete,0.168,EPL,Liverpool
2020-07-11 18:54:37,Burnley,15,120,Burnley FC,,0,MrSchoIsAlive,#Burnley OR #BurnleyFC,BREAKING: Referee in #LFC #Burnley match mistakenly thinks he’s refereeing tackle football. Where was VAR??? @MenInBlazers,1282025520893321216,Scott S,-0.4098,EPL,Burnley
2020-07-09 20:26:59,LeicesterCity,418,854,Leicester City FC,Cambodia,0,azzabarrett,#LeicesterCity OR #LCFC,The Premier League and #VAR is so corrupt it's embarrassing #LCFC,1281323989596549120,Arron Barrett,-0.4336,EPL,LeicesterCity
2020-07-09 20:06:17,LeicesterCity,786,794,Leicester City FC,Leicestershire la la la,0,MichaelGreaves5,#LeicesterCity OR #LCFC,"Slowly falling out of love with football, if VAR continues I think I’m done #lcfc",1281318778874322946,Michael Greaves,0.5574,EPL,LeicesterCity
2020-07-10 10:46:07,Arsenal,9613,5298,Arsenal FC,England,0,Arsenal_Fanly,#Arsenal OR #AFC OR #COYG,"United, Spurs, Southampton awarded wrong VAR decisions - sources #AFC  https://t.co/kscNAPith6 https://t.co/vEQBS8zKry",1281540196803186688,Arsenal Report,0.34,EPL,Arsenal
2020-07-10 10:45:01,Arsenal,5,67,Arsenal FC,,0,Chinedu94350620,#Arsenal OR #AFC OR #COYG,"True man, but we gat to move on Var rubbed us broad daylight  #shkodranmustafi #arsenal  #COYG https://t.co/MGC6sLxwiT",1281539918787993601,Chinedueze,0.2263,EPL,Arsenal
2020-07-24 00:58:31,TottenhamHotspur,692,1849,Tottenham Hotspur FC,,0,news_spr,#Tottenham OR #THFC OR #SPURS,Crystal palace vs Spurs   Palace have now lost 7 straight games but are comfortable in mid table this season . Spurs have gone unbeaten in 5 since The VAR situation against Sheffield Utd #CPFC #THFC Prediction = 0-1,1286465751814152199,Sports and football stats (Simon ),0.6428,EPL,TottenhamHotspur
